U.S. HOUSE OF REPRESENTATIVES ELECTIONS 2008
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,20081104,N/A,Alabama,4,3,0,"1,120,903","718,367","15,998","402,536",R,60.94,39.06
House,20081104,N/A,Alaska,1,0,0,"158,939","142,560","15,479","16,379",R,52.72,47.28
House,20081104,N/A,Arizona,3,5,0,"1,021,798","1,055,305","78,591","33,507",D,49.19,50.81
House,20081104,N/A,Arkansas,1,3,0,"215,196","415,481","156,516","200,285",D,34.12,65.88
House,20081104,N/A,California,19,34,0,"4,515,372","7,377,725","428,982","2,862,353",D,37.97,62.03
House,20081104,N/A,Colorado,2,5,0,"990,870","1,259,768","33,293","268,898",D,44.03,55.97
House,20081104,N/A,Connecticut,0,5,0,"504,785","991,615","30,999","486,830",D,33.73,66.27
House,20081104,N/A,Delaware,1,0,0,"235,437","146,434","3,586","89,003",R,61.65,38.35
House,20081104,N/A,Florida,15,10,0,"3,792,167","3,434,831","194,174","357,336",R,52.47,47.53
House,20081104,N/A,Georgia,7,6,0,"1,796,549","1,858,090",309,"61,541",D,49.16,50.84
House,20081104,N/A,Hawaii,0,2,0,"82,540","319,956","15,335","237,416",D,20.51,79.49
House,20081104,N/A,Idaho,1,1,0,"377,464","259,776",0,"117,688",R,59.23,40.77
House,20081104,N/A,Illinois,7,12,0,"1,961,173","3,176,203","110,819","1,215,030",D,38.17,61.83
House,20081104,N/A,Indiana,4,5,0,"1,240,577","1,388,963","47,310","148,386",D,47.18,52.82
House,20081104,N/A,Iowa,2,3,0,"698,241","759,460","25,464","61,219",D,47.90,52.10
House,20081104,N/A,Kansas,3,1,0,"690,005","470,031","48,266","219,974",R,59.48,40.52
House,20081104,N/A,Kentucky,4,2,0,"955,182","761,209","33,449","193,973",R,55.65,44.35
House,20081104,N/A,Louisiana,6,1,0,"594,306","398,474","53,396","195,832",R,59.86,40.14
House,20081104,N/A,Maine,0,2,0,"278,198","431,903",0,"153,705",D,39.18,60.82
House,20081104,N/A,Maryland,1,7,0,"762,539","1,677,238","58,175","914,699",D,31.25,68.75
House,20081104,N/A,Massachusetts,0,10,0,"318,461","2,245,778","40,875","1,927,317",D,12.42,87.58
House,20081104,N/A,Michigan,7,8,0,"2,114,293","2,516,640","179,757","402,347",D,45.66,54.34
House,20081104,N/A,Minnesota,3,5,0,"1,069,015","1,612,480","121,119","543,465",D,39.87,60.13
House,20081104,N/A,Mississippi,1,3,0,"527,330","731,805","5,612","204,475",D,41.88,58.12
House,20081104,N/A,Missouri,5,4,0,"1,313,018","1,413,016","95,450","99,998",D,48.17,51.83
House,20081104,N/A,Montana,1,0,0,"308,470","155,930","16,500","152,540",R,66.42,33.58
House,20081104,N/A,Nebraska,3,0,0,"510,513","264,885",0,"245,628",R,65.84,34.16
House,20081104,N/A,Nevada,1,2,0,"383,548","457,320","67,386","73,772",D,45.61,54.39
House,20081104,N/A,New Hampshire,0,2,0,"294,560","364,767","15,648","70,207",D,44.68,55.32
