U.S. HOUSE OF REPRESENTATIVES ELECTIONS 1990
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,19901106,N/A,Alabama,2,5,0,"314,735","689,987","12,141","375,252",D,31.33,68.67
House,19901106,N/A,Alaska,1,0,0,"99,003","91,677",967,"7,326",R,51.92,48.08
House,19901106,N/A,Arizona,4,1,0,"620,906","344,604",837,"276,302",R,64.31,35.69
House,19901106,N/A,Arkansas,1,3,0,"295,877","369,194",0,"73,317",D,44.49,55.51
House,19901106,N/A,California,19,26,0,"3,346,692","3,567,775","372,359","221,083",D,48.40,51.60
House,19901106,N/A,Colorado,3,3,0,"487,326","503,549","9,676","16,223",D,49.18,50.82
House,19901106,N/A,Connecticut,3,3,0,"545,751","489,206","1,935","56,545",R,52.73,47.27
House,19901106,N/A,Delaware,0,1,0,"58,037","116,274","3,121","58,237",D,33.30,66.70
House,19901106,N/A,Florida,10,9,0,"1,163,084","1,212,978","2,409","49,894",D,48.95,51.05
House,19901106,N/A,Georgia,1,9,0,"538,865","854,784",11,"315,919",D,38.67,61.33
House,19901106,N/A,Hawaii,0,2,0,"117,607","215,777","7,615","98,170",D,35.28,64.72
House,19901106,N/A,Idaho,0,2,0,"131,450","183,062",0,"51,612",D,41.79,58.21
House,19901106,N/A,Illinois,7,15,0,"1,349,079","1,646,340","81,748","297,261",D,45.04,54.96
House,19901106,N/A,Indiana,2,8,0,"682,593","830,500",913,"147,907",D,45.11,54.89
House,19901106,N/A,Iowa,4,2,0,"385,003","400,852","6,285","15,849",D,48.99,51.01
House,19901106,N/A,Kansas,3,2,0,"387,180","393,671",147,"6,491",D,49.58,50.42
House,19901106,N/A,Kentucky,3,4,0,"397,388","353,439","12,879","43,949",R,52.93,47.07
House,19901006,N/A,Louisiana,4,3,0,"446,676","580,284","21,471","133,608",D,43.49,56.51
House,19901106,N/A,Louisiana,0,1,0,0,"105,853",0,"105,853",D,.00,100.00
House,19901106,N/A,Maine,1,1,0,"232,540","284,421",433,"51,881",D,44.98,55.02
House,19901106,N/A,Maryland,3,5,0,"517,386","565,669","7,488","48,283",D,47.77,52.23
House,19901106,N/A,Massachusetts,1,10,0,"566,923","1,420,422","63,826","853,499",D,28.53,71.47
House,19901106,N/A,Michigan,7,11,0,"1,089,299","1,321,449","22,881","232,150",D,45.19,54.81
House,19901106,N/A,Minnesota,2,6,0,"736,497","1,042,201","2,220","305,704",D,41.41,58.59
House,19901106,N/A,Mississippi,0,5,0,"69,216","299,286",0,"230,070",D,18.78,81.22
House,19901106,N/A,Missouri,3,6,0,"624,666","728,020",0,"103,354",D,46.18,53.82
House,19901106,N/A,Montana,1,1,0,"160,286","157,148",0,"3,138",R,50.49,49.51
House,19901106,N/A,Nebraska,2,1,0,"309,106","276,724",916,"32,382",R,52.76,47.24
House,19901106,N/A,Nevada,1,1,0,"150,885","144,231","17,945","6,654",R,51.13,48.87
House,19901106,N/A,New Hampshire,1,1,0,"148,909","141,042",680,"7,867",R,51.36,48.64
House,19901106,N/A,New Jersey,6,8,0,"910,931","836,944","78,649","73,987",R,52.12,47.88
House,19901106,N/A,New Mexico,2,1,0,"213,803","145,531",0,"68,272",R,59.50,40.50
House,19901106,N/A,New York,13,21,0,"1,662,206","1,829,508","170,174","167,302",D,47.60,52.40
House,19901106,N/A,North Carolina,4,7,0,"935,054","1,076,340",0,"141,286",D,46.49,53.51
